Ticker	CIK
anat	1801075
avt	8858
sabr	1597033
hl	719413
bku	1504008
doc	1574540
iova	1425205
ag	1308648
enbl	1591763
kfy	56679
ostk	1130713
acva	1637873
cns	1284812
jamf	1721947
ldi	1831631
bndsy	1438556
seas	1564902
ogs	1587732
qlys	1107843
wns	1356570
lyel	1806952
epr	1045450
fnb	37808
alks	1520262
opch	1014739
sbra	1492298
den	945764
gkos	1192448
cwk	1628369
arnc	1790982
mgni	1595974
lysdy	1444327
bhf	1685040
acad	1070494
ninoy	1446588
ora	1296445
frhc	924805
nsa	1618563
amba	1280263
ajrd	40888
sndr	1692063
hwc	750577
gulry	1449218
dbrg	1679688
swim	1833197
edit	1650664
ebc	1810546
swx	1692115
swn	7332
tptx	1595893
njr	356309
bco	78890
pzza	901491
nvg	1090116
thkly	1443275
klic	56978
aso	1817358
arvn	1655759
ihrt	1400891
coke	317540
mac	912242
allo	1737287
sun	1552275
knsl	1669162
rog	84748
cixx	1829948
fele	38725
yueiy	1444719
sana	1770121
blkb	1280058
sr	1126956
flyw	1580560
mrcy	1049521
ccu	888746
becn	1124941
sfrgy	1571549
cmc	22444
ccoi	1158324
six	701374
fhb	36377
cvet	1752836
mgy	1698990
sfbs	1430723
etrn	1747009
ttd	1671933
stmp	1082923
lev	1834974
ulcc	1670076
sxt	310142
golf	1672013
ale	66756
kex	56047
bbu	1654795
ibp	1580905
tmbby	1531740
cwh	1669779
spb	109177
vg	1272830
shoo	913241
mmsi	856982
atrc	1323885
inmd	1742692
riot	1167419
posh	1825480
bmch	1574815
cvlt	1169561
jteky	1446661
goco	1808220
mcy	64996
dds	28917
mdc	773141
geni	1834489
mur	717423
musa	1573516
sstk	1549346
onto	704532
spsc	1092699
ago	1273813
accd	1481646
wtm	776867
pch	1338749
pd	1568100
mth	833079
diod	29002
exls	1297989
nuva	1142596
bbby	886158
hgv	1674168
ahco	1725255
ameh	1083446
ait	109563
fn	1408710
focs	1651052
nsit	932696
isbc	1594012
abcb	351569
ktos	1069258
trtn	1660734
cbrl	1067294
hp	46765
rcii	933036
neu	1282637
atco	1794846
mant	892537
wdfc	105132
lxp	910108
krtx	1771917
out	1579877
smpl	1702744
nsp	1000753
mc	1596967
aagh	1098009
cim	1409493
navi	1593538
band	1514416
egfey	1437178
dan	26780
adv	1776661
ssrm	921638
esrt	1541401
trox	1530804
sava	1069530
mime	1644675
vsat	797721
csod	1401680
bnl	1424182
aple	1418121
esba	1553079
tmhc	1562476
boh	46195
hae	313143
agio	1439222
bipc	1788348
trq	1158041
nad	1083839
kaiky	1447126
vc	1111335
rlay	1812364
chffy	1601994
azihy	1533475
ebs	1367644
ful	39368
pci	1558629
sdc	1775625
jw-a	107140
mic	1289790
bpxxy	1567024
fhi	1056288
kurry	1446655
atkr	1666138
task	1829864
rere	1838957
med	910329
dorm	868780
tex	97216
sage	1597553
irdey	1530256
jjsf	785956
lcii	763744
wd	1497770
hri	1364479
go	1771515
hi	1417398
itci	1567514
abg	1144980
save	1498710
vnet	1508475
sogo	1713947
aaon	824142
wbt	1650962
insm	1104506
csgp	1057352
cere	1805387
vsh	103730
prg	1808834
cwst	911177
bstz	1768666
ngvt	1653477
psec	1287032
lila	1712184
wor	108516
dnp	806628
verx	1806837
ktb	1760965
cbt	16040
bcauy	891765
amrc	1488139
tcbi	1077428
anhgy	1602277
mxl	1288469
veon	1468091
cron	1656472
ibtx	1564618
eqc	803649
bjchy	1454468
cpa	1345105
gsat	1366868
algt	1362468
omi	75252
bmez	1785971
sfnc	90498
sitc	894315
tsem	928876
eprt	1728951
ghc	104889
momo	1610601
evtc	1559865
slqt	1794783
ofc	860546
anioy	1438557
fcfs	840489
caty	861842
ramp	733269
gatx	40211
enlc	1592000
asb	7789
nktr	906709
mmyt	1495153
usm	821130
semr	1831840
mara	1507605
cnne	1704720
cno	1224608
itgr	1114483
eaf	931148
twou	1459417
phr	1412408
peb	1474098
lthm	1742924
exg	1379438
ael	1039828
bnr	1792267
nhi	877860
carg	1494259
crsr	1743759
mntv	1739936
alkt	1529274
nwe	73088
eght	1023731
atgsy	1437541
amwl	1393584
wern	793074
sky	90896
agi	1178819
cnx	1070412
kmt	55242
hth	1265131
yelp	1345016
azul	1432364
jmia	1756708
bli	1689657
calx	1406666
si	1312109
utz	1739566
ptct	1070081
abm	771497
regi	1463258
ava	104918
pjt	1626115
dm	1754820
trn	99780
enr	1632790
awr	1056903
pdco	891024
sfm	1575515
vrnt	1166388
nstg	1401708
vnom	1602065
gef	43920
onb	707179
brc	746598
sji	91928
axnx	1603756
dao	1781753
bxs	1299939
nvmi	1109345
sm	893538
himx	1342338
ifs	1615903
nni	1258602
nus	1021561
innv	1834376
noah	1499543
ain	819793
cyrx	1124524
aub	883948
yala	1794350
ftai	1590364
cwt	1035201
fcel	886128
drna	1399529
maxr	1121142
bmi	9092
fix	1035983
anf	1018840
lkncy	1767582
agti	1749704
coop	933136
bzun	1625414
laur	912766
srne	850261
form	1039399
grwg	1604868
aca	1739445
eat	703351
cmpr	1262976
cake	887596
tree	1434621
amcx	1514991
csq	1275214
pct	1830033
bcrx	882796
rckt	1281895
gpi	1031203
main	1396440
erj	1355444
cvbf	354647
psmt	1041803
kw	1408100
opk	944809
rig	1451505
www	110471
mlhr	66382
matx	3453
whd	1699136
verv	1840574
ucbi	857855
iijiy	1090633
bfly	1804176
spxc	88205
colb	887343
ufs	1381531
kncay	1447125
vvnt	1713952
flow	1641991
ax	1299709
crto	1576427
cent	887733
crlbf	1832928
door	893691
root	1788882
ng	1173420
taro	906338
iboc	315709
qntqy	1350865
scl	94049
mog-a	67887
rsi	1793659
finv	1691445
prmw	884713
tac	1144800
mgee	1161728
snbr	827187
vcyt	1384101
utf	1275617
sho	1295810
csiq	1375877
flgt	1674930
jks	1481513
pcrx	1396814
ptve	1527508
cpe	928022
rmbs	917273
igms	1496323
vsto	1616318
mtx	891014
prft	1085869
cstm	1563411
ati	1018963
irbt	1159167
mvis	65770
tdup	1484778
cpg	1545851
ccohf	1461283
vtkly	913744
odp	800240
joe	745308
cnk	1385280
plxs	785786
mdrx	1124804
zip	1617553
myte	1831907
aozoy	1383906
cade	1614184
jeld	1674335
fibk	860413
md	893949
pbh	1295947
b	9984
tds	1051512
gbdc	1476765
oi	812074
vne	1733186
mor	1340243
fbp	1057706
bposy	1588966
cort	1088856
fold	1178879
fult	700564
domo	1505952
brp	1781755
wdh	1823986
lbrt	1694028
gdot	1386278
fun	811532
omab	1378239
jack	807882
lob	1462120
prlb	1443669
napa	1835256
tph	1561680
sanm	897723
abr	1253986
axsm	1579428
mythy	1437470
mfgp	1359711
dpuky	1526593
meoh	886977
hlio	1024795
max	1818383
ww	105319
thnpy	1792045
rlj	1511337
crc	1609253
sbgi	912752
flr	1124198
vrrm	1682745
indb	776901
niu	1744781
rock	912562
sbh	1368458
ths	1320695
til	1789769
svnby	1464794
bke	885245
jehly	867536
manu	1549107
mli	89439
unit	1620280
avav	1368622
hcat	1636422
mgln	19411
rpai	1222840
boot	1610250
fss	277509
fgen	921299
fwrd	912728
nzf	1137887
ailih	18654
bcat	1809541
ese	866706
vsbc	1697884
vcel	887359
bcnay	1445168
shen	354963
wkme	1847584
home	1646228
afya	1771007
blmn	1546417
baly	1747079
pax	1825570
crvl	874866
wsbc	203596
hska	1038133
nuv	812801
epc	1096752
hep	1283140
sitm	1451809
modv	1220754
eh	1759783
impjy	1437538
goev	1750153
hcsg	731012
mygn	899923
hyfm	1695295
thrm	903129
uctt	1275014
ctos	1709682
sblk	1386716
rusha	1012019
bdn	790816
cva	225648
xper	1803696
pagp	1581990
jgccy	1446662
rvmd	1628171
tse	1519061
iba	1044896
xpel	1767258
wafd	936528
uilcy	1449580
ffbc	708955
bvn	1013131
om	1484612
pslv	1494728
cde	215466
bcc	1328581
or	1627272
nmrk	1690680
nac	1074952
dy	67215
teo	932470
pdm	1042776
big	768835
mwa	1350593
cnr	883902
wgo	107687
ipar	822663
avah	1832332
bur	1714174
hmy	1023514
dqws	1652561
hubg	940942
tls	320121
fmbi	702325
cgau	1854640
frme	712534
bpiry	1437441
prta	1559053
bdc	913142
tr	98677
ggal	1114700
clne	1368265
dfh	1825088
avya	1418100
aat	1500217
simo	1329394
rnst	715072
iosp	1054905
idcc	1405495
ctre	1590717
ccs	1576940
lx	1708259
ue	1611547
aeva	1789029
bsm	1621434
ari	1467760
sumo	1643269
fbc	1033012
etwo	1800347
gtn	43196
doyu	1762417
wsfs	828944
dnmr	1779020
gogl	1029145
pgre	1605607
vlrs	1520504
alxo	1810182
zntl	1725160
evri	1318568
adx	2230
sats	1415404
vctr	1570827
kar	1395942
pty	1190935
orryy	1641431
lgnd	886163
skyw	793733
mcrb	1609809
kymr	1815442
ttgt	1293282
gbt	1629137
vgr	59440
ruby	1709401
rpay	1720592
bgcp	1094831
pdo	1798618
blue	1293971
srng	1830214
hhr	1721181
dbc	1328237
tlnd	1668105
syke	1010612
ety	1340736
xhr	1616000
qtrx	1503274
orgo	1661181
wll	1255474
ptgx	1377121
mnro	876427
twnk	1644406
vrts	883237
bgs	1278027
dcph	1654151
rlgy	1398987
rvnc	1479290
gshhy	1012139
sncy	1743907
nndm	1643303
rqi	1157842
cpk	19745
ntct	1078075
pqg	1708035
fcpt	1650132
cbd	1038572
eva	1592057
roic	1407623
navg	793547
hkib	1769731
infn	1138639
hims	1773751
zuo	1423774
sasr	824410
irwd	1446847
unfi	1020859
myov	1679082
morf	1679363
ravn	82166
eqx	1756607
svc	945394
flws	1084869
usna	896264
tbio	1693415
two	1465740
esta	1688757
zme	1838937
gms	1600438
pmt	1464423
banf	760498
rily	1464790
wkhs	1425287
bngo	1411690
cyh	1108109
drh	1298946
cvco	278166
kai	886346
prgs	876167
core	1318084
evt	1253327
pack	1712463
jps	1176433
msge	1795250
nuvb	1811063
mfa	1055160
oas	1486159
vldr	1745317
pro	1392972
oust	1816581
ottr	1466593
flidy	1433087
cmp	1227654
dlx	27996
seer	1726445
xncr	1326732
hyln	1759631
int	789460
scgey	1449267
npo	1164863
cxp	1252849
gsbd	1572694
mag	1230992
mdp	65011
aledy	1508668
htlf	920112
arry	1820721
ns	1110805
aaww	1135185
gnw	1276520
mgrc	752714
htgc	1280784
btrs	1774155
usa	799195
ako-a	925261
kalu	811596
play	1525769
ride	1759546
albky	902102
trmk	36146
yduqy	1519821
rcus	1724521
omic	1850906
pdi	1510599
wre	104894
irtc	1388658
ino	1055726
acmr	1680062
dniyy	1487739
gcmg	1819796
rvt	804116
crs	17843
plmr	1761312
dcbo	1829959
nxe	1698535
jbi	1839839
pubm	1422930
nmih	1547903
prk	805676
asz	1839191
slcjy	1523541
hni	48287
utg	1263994
adct	1771910
tell	61398
gva	861459
cdev	1658566
akr	899629
skt	899715
mei	65270
sbcf	730708
ceqp	1136352
banr	946673
sjw	766829
bdj	1332283
ping	1679826
eurn	1604481
stra	1013934
inst	1841804
pten	889900
clbk	1723596
lnth	1521036
prch	1784535
pipr	1230245
irt	1466085
ken	1611005
sah	1043509
gb	1799983
krg	1286043
bsig	1748824
cswi	1624794
cccc	1662579
ero	1853860
cstl	1447362
btt	1528437
tbk	1539638
erf	1126874
osis	1039065
dsl	1566388
view	1811856
ypf	904851
mnr	67625
pbf	1534504
evh	1628908
awwh	1756390
kn	1587523
cioxy	1483379
bwmx	1788257
oily	1367408
oibr-c	1160846
pvg	1508844
dkl	1552797
alg	897077
gol	1291733
amk	1591587
gnl	1526113
gab	794685
par	708821
ego	918608
gwb	1613665
fnma	310522
cvi	1376139
wow	1701051
yext	1614178
argo	1091748
clb	1000229
lnn	836157
real	1573221
egbn	1050441
repl	1737953
gth	1782594
acb	1683541
gpro	1500435
fhtf	1764443
ntb	1653242
foe	35214
cohu	21535
eb	1475115
fro	913290
tpic	1455684
avir	1593899
ty	99614
rdnt	790526
wetg	1784970
lac	1440972
calm	16160
dea	1622194
catm	1671013
fbk	1649749
arce	1740594
sndl	1766600
poly	914025
fuway	1090454
hope	1128361
prpl	1643953
lc	1409970
praa	1185348
avid	896841
atge	730464
smci	1375365
jag	1685715
dsp	1828791
vbtx	1501570
avns	1606498
scs	1050825
pfs	1178970
cbz	944148
hbm	1322422
lmnx	1033905
ttcf	1741231
ltch	1826000
nwbi	1471265
patk	76605
amrn	897448
blnk	1429764
amti	1801777
atsg	894081
sgmo	1001233
cogny	1584943
ges	912463
csii	1180145
mho	799292
imcr	1671927
qada	1036188
ilpt	1717307
gcp	1644440
bma	1347426
mtor	1113256
hrvsf	1760439
uis	746838
bv	1734713
nymt	1273685
kahc	1843212
tgh	1413159
abti	1442999
epay	1073349
cvii	1828248
ssp	832428
lzb	57131
oxm	75288
swbi	1092796
alec	1653087
auph	1600620
icfi	1362004
codi	1345126
kro	1257640
rgnx	1590877
silk	1397702
tmci	1630627
ahl-pc	1267395
ontf	1110611
sens	1616543
ssys	1517396
road	1718227
aifly	1065199
ontx	1130598
cffn	1490906
camt	1109138
ayrwf	1847462
supn	1356576
spnt	1576018
avsfy	1454176
cnst	1434418
gpre	1309402
rtlr	1748773
cgnt	1824814
cash	907471
mdgl	1157601
hsc	45876
mgnx	1125345
adldy	1641427
tslx	1508655
nwn	1733998
ipsc	1850119
wwin	1657045
hrmy	1802665
fvti	1626745
ismay	1438655
apph	1807707
etg	1270523
zyme	1403752
zeta	1851003
avxl	1314052
epac	6955
lung	1127537
usac	1522727
dk	1694426
cndt	1677703
ocgn	1372299
giii	821002
ten	1024725
rgr	95029
prim	1361538
hrtx	818033
dac	1369241
yumm	1073748
tgsgy	1437731
crtx	1662774
frta	1678463
nnox	1795251
mytay	1047564
cmps	1816590
wire	850460
fdp	1047340
nbtb	790359
cdmo	704562
lkfn	721994
wabc	311094
cli	924901
scwx	1468666
oii	73756
lasr	1124796
hmn	850141
csgs	1005757
crk	23194
ear	1719395
evv	1222922
star	1095651
pbi	78814
pmvp	1699382
mtrn	1104657
mmi	1578732
ngms	1821349
sand	1434614
ttmi	1116942
din	49754
myrg	700923
ehth	1333493
fpf	1567569
novn	1467154
szgpy	1450344
gbio	1733294
mbuu	1590976
stc	94344
ngm	1426332
bpmp	1708301
em	1834253
ltc	887905
ichr	1652535
krys	1711279
etv	1322436
bst	1616678
bbn	1493683
hyt	1222401
blfs	834365
lwlg	1325964
plby	1803914
bxmx	1298699
usph	885978
bcei	1509589
atec	1350653
tnc	97134
nvee	1532961
mgpi	835011
oflx	1317945
arcb	894405
ymab	1722964
ecpg	1084961
ltmaq	1047716
nfh	1737422
ipof	1818873
smwb	1842731
bkd	1332349
avo	1802974
hnst	1530979
cdxs	1200375
ingn	1294133
ladr	1577670
btz	1379384
glng	1207179
brray	1381202
gff	50725
hibb	1017480
loma	1711375
efsc	1025835
cmre	1503584
itcb	1276671
gevo	1392380
spns	885740
aste	792987
uxin	1729173
gbx	923120
nfj	1260563
msex	66004
bcab	1826892
gel	1022321
scu	1403256
cytk	1061983
dawn	1845337
frg	1528930
opi	1456772
qure	1590560
iag	1203464
faro	917491
kos	1509991
xog	1655020
ccyc	1681769
paya	1819881
extr	1078271
hmhc	1580156
arzty	1423210
brmk	1784797
bhlb	1108134
elf	1600033
kamn	54381
rdwr	1094366
prtc	1782999
mtls	1091223
bmdpf	1002788
can	1780652
jrvr	1620459
dcom	846617
mdxg	1376339
pta	1793882
uvv	102037
mlab	724004
raas	1804583
vet	1293135
cchwf	1776738
kfrc	930420
wmk	105418
amwd	794619
adus	1468328
gic	945114
itpof	880224
pgti	1354327
gty	1052752
kura	1422143
nxrt	1620393
meg	1643615
forty	1045986
trmr	1849396
nog	1104485
aroc	1389050
invz	1835654
arqt	1787306
vcra	1129260
htld	799233
air	1750
alx	3499
cmco	1005229
mrtn	799167
plce	1041859
rwt	930236
fcf	712537
agys	78749
acls	1113232
mnkd	899460
le	799288
sybt	835324
lfugf	1448591
schn	912603
pgen	1356090
ltcn	1732406
kron	1741830
prld	1678660
buse	314489
fxcny	1164009
lrn	1157408
tgi	1021162
bif	102426
alex	1545654
step	1796022
zeal	1674988
cldx	744218
knl	1011570
mitfy	1515160
shyf	743238
imgn	855654
tbbk	1295401
seznl	1662991
sa	1231346
tgp	1308106
erii	1421517
trs	842633
fgroy	1438926
atra	1604464
dibs	1600641
schl	866729
evop	1704596
nmz	1266585
azre	1633438
tvty	704415
azz	8947
rnp	1224450
nesr	1698514
stkl	351834
stng	1483934
alvr	1754068
gpor	874499
idex	837852
talo	1724965
imax	921582
wfrd	1603923
msc	1713334
gden	1071255
nmfc	1496099
silv	1659520
cmbm	1738177
swm	1000623
tcbk	356171
wpf	1809104
zumz	1318008
jwsm	1831359
cxw	1070985
cubi	1488813
lmat	1158895
ocfc	1004702
enva	1529864
grpn	1490281
prrfy	1446252
uscr	1073429
naut	1808805
nwbo	1072379
plya	1692412
lwel	1567098
gogo	1537054
sbsi	705432
ha	1172222
cco	1334978
trhc	1651561
kids	1425450
pi	1114995
imos	1123134
fmtx	1538927
upld	1505155
brbr	1772016
nrk	1195739
arco	1508478
qqqx	1608741
stok	1623526
ngd	800166
stba	719220
pll	1728205
lgsxy	1447221
pra	1127703
mqy	890196
mcri	907242
jout	788329
eig	1379041
aac	1829432
mnrl	1745797
bpfh	821127
sttk	1680367
cnxn	1050377
hy	1173514
rtpy	1828108
ocsl	1414932
chef	1517175
veco	103145
dbi	1319947
thry	1556739
love	1701758
kref	1631596
dmtk	1651944
snex	913760
cts	26058
hees	1339605
lorl	1006269
modn	1118417
drq	1042893
lpi	1528129
jynt	1612630
delky	1361371
fph	1574197
chy	1222719
vnda	1347178
ecol	1783400
trvg	1683825
pahc	1069899
opra	1737450
chco	726854
tup	1008654
axl	1062231
nrix	1549595
brkl	1049782
agro	1499505
pntg	1766400
srce	34782
saft	1172052
tuwoy	1145678
plus	1022408
etw	1322435
nrc	70487
ntgr	1122904
fbnc	811589
sxi	310354
matw	63296
nbhc	1475841
taqr	1656053
nexa	1713930
cenx	949157
eos	1308335
xl	1772720
chct	1631569
vuzi	1463972
pcvx	1649094
tmp	1005817
amsf	1018979
grbk	1373670
mile	1819035
rptx	1808158
oec	1609804
aan	1821393
hqh	805267
abml	1576873
acel	1698991
arko	1823794
ofg	1030469
bjri	1013488
omp	1652133
karo	1828102
sgh	1616533
ghg	1724755
rc	1527590
atri	701288
audc	1086434
mbin	1629019
dvax	1029142
petq	1668673
kyn	1293613
olma	1750284
epix	1633932
agen	1098972
cntb	1835268
ftci	1828161
cvgw	1133470
rbbn	1708055
cgem	1789972
skyt	1819974
vei	1693853
dht	1331284
nxgn	708818
rnlx	1811115
psnl	1527753
cry	784199
hurn	1289848
cet	18748
imkta	50493
dsgn	1807120
mx	1325702
slp	1023459
dfin	1669811
cown	1466538
fcaa	1144546
radi	1810739
fax	790500
altm	1692787
btegf	1279495
poww	1015383
endp	1593034
ldl	60977
mntk	1826600
crncy	909531
ntp	829365
wrld	108385
biogy	1572957
ocul	1393434
hzo	1057060
ceva	1173489
awf	906013
sbtx	1671858
dyn	1818794
nhc	1047335
chi	1171471
ebsb	1600125
aod	1379400
atex	1304492
prpb	1812667
iesc	1048268
oprx	1448431
bfs	907254
gam	40417
rmo	1757932
res	742278
vray	1597313
kplt	1785424
pfc	946647
fnko	1704711
hera	1842912
phat	1783183
cpuh	1828608
mass	1555279
denn	852772
vrex	1681622
dnow	1599617
rpt	842183
bkuh	1440153
boom	34067
ewtx	1710072
ebix	814549
rmax	1581091
chrs	1512762
agm	845877
plrx	1746473
apog	6845
cal	14707
csr	798359
cydy	1175680
hlg	1596964
cnob	712771
inbx	1739614
nktx	1787400
gof	1380936
gato	1517006
acrs	1557746
prty	1592058
kra	1321646
insg	1022652
imvt	1764013
gsm	1639877
ango	1275187
trtx	1630472
sibn	1459839
jpc	1216583
iclk	1697818
sy	1758530
fsm	1341335
ospn	1044777
labl	819220
for	1406587
igr	1268884
hgen	1293310
nex	1688476
mmrty	1412481
gsky	1712923
umh	752642
tcmd	1027838
vvi	884219
tgls	1534675
crhc	1818212
bhe	863436
ffc	1174164
revg	1687221
jbss	880117
scvl	895447
ande	821026
knte	1797768
parr	821483
myi	883412
cers	1020214
afmd	1608390
quot	1115128
ffwm	1413837
aiv	922864
lgo	1400438
cls	1030894
gsg	1332174
krny	1617242
scr	1787134
dbd	28823
exk	1277866
tril	1616212
bvs	1665988
adtn	926282
apsg	1820872
tbi	768899
qnst	1117297
gnog	1768012
dhc	1075415
srrk	1727196
zgnx	1375151
hngr	722723
npacy	1450276
inn	1497645
smp	93389
kros	1664710
bcsf	1655050
gabc	714395
apr	1735803
obnk	1516912
eim	1176984
cars	1683606
rytm	1649904
sii	1512920
sfl	1289877
orla	1680056
prts	1378950
aus	1838207
ggpi	1847127
gsah	1809987
resi	1555039
ejh	1769768
cai	1388430
iiiv	1728688
ccf	830524
svm	1340677
rfp	1393066
dnn	1063259
vrtv	1599489
ra	1655099
vivo	794172
amph	1297184
sph	1005210
rbcaa	921557
gldd	1372020
dly	1788399
ciso	1777319
thq	1604522
rxdx	1718852
gco	18498
idt	1005731
aio	1778114
knsa	1730430
pml	1170299
hpk	1792849
tbph	1583107
wlkp	1604665
achn	1672571
pfbc	1492165
maxn	1796898
mrsn	1442836
meso	1345099
kelya	55135
ever	1640428
crmt	799850
bomn	1494582
ffntf	1783875
pump	1680247
fmcc	1026214
plow	1287213
ccxi	1340652
ctagy	1450009
rapt	1673772
inva	1080014
eose	1805077
rna	1599901
pbfx	1582568
wetf	880631
desp	1703141
omer	1285819
nbr	1163739
afin	1568162
gthx	1560241
ghld	1821160
caap	1717393
brog	1774983
arlp	1086600
vmo	884152
tmdx	1756262
jqc	1227476
aht	1232582
phk	1219360
mgi	1273931
ntst	1798100
cii	1278895
drd	1023512
holi	1357450
rfl	1713863
tile	715787
clm	814083
ivr	1437071
itos	1808865
hfwa	1046025
grc	42682
rad	84129
gmre	1533615
wprt	1370416
sols	1519177
mhd	1034665
orbc	1361983
wash	737468
bhk	1160864
ajax	1824963
arct	1768224
ainv	1278752
enta	1177648
uuuu	1385849
banc	1169770
axgn	805928
ntus	878526
lbai	846901
hcc	1691303
vxrt	72444
fpvd	1518720
tvtx	1438533
hstm	1095565
htd	1260041
glp	1323468
osw	1758488
forr	1023313
by	1702750
grcl	1826492
cutr	1162461
tpb	1290677
pyr	1743344
arch	1037676
geo	923796
aten	1580808
hmst	1518715
hexo	1690947
este	10254
vff	1584549
hsii	1066605
cnvy	1787640
prdo	1046568
akro	1744659
rdus	1428522
hlit	851310
mcf	1071993
annx	1528115
hlx	866829
rtp	1819848
ac	1642122
slca	1524741
dgnr	1818201
stro	1382101
rnwey	1361369
mod	67347
lqdt	1235468
ptnr	1096691
tcx	909494
ogi	1620737
vbiv	764195
emd	1227862
mtw	61986
bmtc	802681
skil	1774675
aspn	1145986
uht	798783
epzm	1571498
mitk	807863
lgv	1832300
np	1296435
pam	1469395
pae	1720821
hci	1400810
ctlp	896429
nfbk	1493225
merc	1333274
apgb	1838337
efc	1411342
pntm	1830392
bcor	1068875
nie	1383441
asix	1673985
good	1234006
nx	1423221
coll	1267565
bcx	1506289
msgn	1469372
tclry	1080259
sndx	1395937
vinp	1826286
pdt	855886
hmpt	1830197
wnc	879526
acco	712034
nmco	1774342
alp-pq	3153
echo	1426945
plab	810136
alta	1636286
nlst	1282631
nwli	1635984
cang	1725123
zom	1684144
gdyn	1743725
arr	1428205
gpmt	1703644
btu	1064728
fanh	1413855
sln	1479615
pfn	1296250
alpc	1616736
mrus	1651311
chs	897429
hone	1769617
mgic	876779
ctrn	1318484
clar	913277
lkco	1487839
tsha	1806310
boe	1320375
lind	1512499
tdf	919893
wiw	1267902
ahh	1569187
sri	1043337
sesn	1485003
pzn	1399249
tcpc	1370755
vitl	1579733
utl	755001
aosl	1387467
ldp	1548717
ruth	1324272
gnk	1326200
slrc	1418076
srg	1628063
fbms	947559
uslm	82020
newt	1587987
cbb	716133
ofix	884624
amtb	1734342
gci	1579684
swdhy	1531006
mnmd	1813814
hvt	216085
hfro	1710680
spwh	1132105
krp	1657788
algs	1799448
iim	885601
abtx	1642081
mrc	1439095
cmlf	1818331
lcy	1822492
kpti	1503802
uvsp	102212
nkx	1195738
flng	1772253
gprk	1464591
tig	1801754
btx	748592
ble	1176194
hbnc	706129
oxlc	1495222
atos	1488039
ccd	1602584
xene	1582313
qcrh	906465
amrx	1723128
mmx	1773250
pcn	1160990
vgm	880892
dtrc	1182737
vkq	877463
vtol	1525221
mye	69488
stfc	874977
agx	100591
casa	1333835
yi	1738906
grvy	1313310
xxii	1347858
btwn	1815086
rngtf	1431852
srdx	924717
smlr	1554859
blde	1779128
gim	828803
aeri	1337553
dtst	1419951
evlo	1694665
conn	1223389
ardx	1437402
vta	1393662
kopn	771266
newp	1369085
svfa	1828478
chuy	1524931
boac	1818089
twct	1819313
fosl	883569
alzn	1677077
cpf	701347
eglx	1854233
asxc	876378
zepp	1720446
cris	1108205
rigl	1034842
amam	1836056
gsbc	854560
bcyc	1761612
cyt	1662244
ulnv	1605810
osur	1116463
etj	1395325
atrs	1016169
snr	1610114
mov	72573
ubp	1029800
calt	1795579
tfan	1700849
akya	1711933
xyf	1725033
fmbh	700565
hiii	1823034
agc	1823340
sohu	1734107
avan	1819608
imtx	1809196
eoi	1300391
ecom	1169652
bpyu	1496048
vwe	1834045
smmt	1599298
crzo	1040593
peri	1338940
atni	879585
ambc	874501
sft	1762322
cgbd	1544206
capl	1538849
ctbi	350852
vtnr	890447
dtil	1357874
phar	1828316
amswa	713425
hcci	1403431
abst	1071058
prax	1689548
curi	1776909
scsc	918965
btai	1720893
sboey	1578955
npk	80172
pasg	1787297
stxs	1289340
cara	1346830
iqi	885125
cac	750686
cmlt	1843762
wina	908315
gsl	1430725
sp	1059262
anab	1370053
cfb	1458412
crnx	1658247
myd	879361
msda	1846996
allt	1365767
curo	1711291
tpc	77543
bto	925683
yq	1821468
cnsl	1304421
goac	1816176
lgac	1836337
nid	1557915
scoa	1828985
rbac	1815184
cepu	1717161
swir	1111863
bit	1562818
sptn	877422
vstm	1526119
ghvi	1819394
wtre	1601669
hwkn	46250
tgs	931427
titn	1409171
ufcs	101199
slam	1838162
gan	1799332
eth	896156
trmd	1655891
bowx	1813756
fpac	1829426
cgen	1119774
vor	1817229
bfk	1137393
ncbs	1174850
best	1709505
idya	1676725
acre	1529377
strl	874238
wti	1288403
fi	1575828
bbdc	1379785
cmrx	1117480
vhi	59255
kop	1315257
rev	887921
mgtx	1735438
gbl	1060349
eols	1570562
zuus	1687926
dgii	854775
bgy	1393299
vvr	1059386
vslax	853180
fmcb	1085913
gsev	1828096
clnn	1822791
ccvi	1828250
spne	1637761
dlth	1649744
ihc	701869
hzac	1817071
tsc	1380846
nmm	1415921
albo	1322505
blbd	1589526
spaq	1838527
ruprf	1010000
bw	1630805
vsta	1792829
cbtx	1473844
pdfs	1120914
cdxc	1386570
asts	1780312
htbk	1053352
wpcb	1836074
qiwi	1561566
ueic	101984
nssc	69633
fnch	1733257
loco	1606366
csv	1016281
clls	1627281
vcv	895531
kdmn	1557142
avk	1219120
mcs	62234
srlp	1525287
joan	1834585
bbar	913059
ffic	923139
trst	357301
grsv	1816816
lxrx	1062822
land	1495240
adap	1621227
icpt	1270073
uan	1425292
rsva	1828318
cir	1091883
tcs	1411688
hov	357294
mrns	1267813
kvsc	1846068
cyd	932695
togl	1378125
knop	1564180
muc	1051004
kodk	31235
aldx	1341235
ghy	1554697
atlc	1464343
chw	1396277
oric	1796280
co	1467808
nbb	1478888
sify	1094324
splp	1452857
dco	30305
nxj	1087786
tmst	1598428
ccrn	1141103
pets	1040130
opy	791963
veri	1615165
veru	863894
fdmt	1650648
sva	1084201
hzon	1821788
treb	1805833
